EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
217909,RICHMOND (STATEN IS.) (ZONE), ,02/25/2010,1000,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,37422,Z,74,OKX,0,0,Official NWS Observations, , , , , , , , ,02/26/2010,1900, , , , ,"","Low pressure rapidly deepened as it tracked north from the North Carolina coast Thursday morning the 25th of February to over the Tri-State area by Thursday evening. This was in response to a powerful upper level disturbance approaching the Eastern U.S coast. The low presure area then rotated over the region through Friday afternoon before finally lifting out on Saturday. This low brought a combination of heavy snow, heavy rain, coastal flooding and strong winds to the region Wednesday Night through Friday. Up to 3 feet of snow fell across interior portions of the Lower Hudson Valley, one to two feet across the NYC metropolitan region and six to twelve inches of snow across eastern Long Island.",11
222672,NEW YORK CO.,CENTRAL PARK,03/13/2010,0,Heavy Rain, , ,0,0,0,0,NY,EST-5, ,38336,C,61,OKX,0,0,Official NWS Observations, , , ,1,W,1,W,CENTRAL PARK,03/14/2010,0,40.7795,-73.969,40.7795,-73.969,"The Central Park Automated Surface Observing System recorded 3.84 inches of rainfall on March 13.  This was the greatest 24-hour rainfall total for March 2010.","A Nor'easter developed off the Delmarva peninsula which produced an extended period of heavy rainfall across the area as it tracked very slowly to the northeast. This caused widespread flooding across portions of southeast New York.",12
222674,QUEENS CO.,FOREST HILLS,03/13/2010,0,Heavy Rain, , ,0,0,0,0,NY,EST-5, ,38336,C,81,OKX,0,0,Official NWS Observations, , , ,2,SW,2,SW,FOREST HILLS,03/14/2010,0,40.779,-73.8743,40.779,-73.8743,"The Automated Surface Observing System at LaGuardia Airport recorded 3.16 inches of rainfall on March 13.  This was the greatest 24-hour rainfall total for March 2010.","A Nor'easter developed off the Delmarva peninsula which produced an extended period of heavy rainfall across the area as it tracked very slowly to the northeast. This caused widespread flooding across portions of southeast New York.",13
222487,RICHMOND (STATEN IS.) (ZONE), ,03/13/2010,1600,High Wind,50.00, ,0,0,100000,0,NY,EST-5,EG,37294,Z,74,OKX,0,0,Newspaper, , , , , , , , ,03/13/2010,2200, , , , ,"There were 560 trees downed across the Island due to the high winds from the storm.|Power lines were downed as well.","High winds occurred across the area as deep low pressure settled just south and strong high pressure remained to the north.",14
221024,RICHMOND (STATEN IS.) (ZONE), ,03/13/2010,1712,Coastal Flood, , ,0,0,0,0,NY,EST-5, ,37982,Z,74,OKX,0,0,Other Federal Agency, , , , , , , , ,03/13/2010,1948, , , , ,"Water rose to 8.32 ft. MLLW at the NOS tidal gage at Sandy Hook at 536 pm EST on March 13th. This is .22 ft. above the moderate flooding benchmark.","The combination of strong high pressure over Southeast Canada and intensifying low pressure tracking slowly northeast from the Mid-Atlantic States created a prolonged period of strong east winds across the region March 12th through the 14th. The highest winds and resultant tidal rises occurred on March 13th with widespread moderate coastal flooding occurring.  Positive tidal departures of 3 to 5 feet were recorded, with many places seeing water levels reaching their highest levels in almost 20 years.  In addition, the prolonged east winds generated high surf that battered the Atlantic facing shoreline for several days, which caused severe beach erosion.",15
221026,KINGS (BROOKLYN) (ZONE), ,03/13/2010,1712,Coastal Flood, , ,0,0,0,0,NY,EST-5, ,37982,Z,75,OKX,0,0,Other Federal Agency, , , , , , , , ,03/13/2010,1948, , , , ,"Water rose to 8.32 ft. MLLW at the NOS tidal gage at Sandy Hook at 536 pm EST on March 13th. This is .22 ft. above the moderate flooding benchmark. Water rose to 8.7 ft. MLLW at the USGS tidal gage at Rockaway Inlet at Floyd Bennet Field on the evening of March 13th. This is .20 ft. above the moderate flooding benchmark.  In addition, the Belt Parkway was closed in both directions from Bay 8th Street to Bay Parkway due to coastal flooding. Storm surges left thick ocean debris along Shore Blvd. near Exeter Street as well as Holocaust Memorial Park.  At Manhattan Beach and Sheepshead Bay, two sailboats were sunk and numerous boats ripped off their moorings by the high waters and rough surf.","The combination of strong high pressure over Southeast Canada and intensifying low pressure tracking slowly northeast from the Mid-Atlantic States created a prolonged period of strong east winds across the region March 12th through the 14th. The highest winds and resultant tidal rises occurred on March 13th with widespread moderate coastal flooding occurring.  Positive tidal departures of 3 to 5 feet were recorded, with many places seeing water levels reaching their highest levels in almost 20 years.  In addition, the prolonged east winds generated high surf that battered the Atlantic facing shoreline for several days, which caused severe beach erosion.",16
221020,NEW YORK (MANHATTAN) (ZONE), ,03/13/2010,1736,Coastal Flood, , ,0,0,0,0,NY,EST-5, ,37982,Z,72,OKX,0,0,Other Federal Agency, , , , , , , , ,03/13/2010,2012, , , , ,"Water rose to 8.50 ft. MLLW at the NOS tidal gage at The Battery at 7 pm EST on March 13th. This is .50 ft. above the moderate flooding benchmark.","The combination of strong high pressure over Southeast Canada and intensifying low pressure tracking slowly northeast from the Mid-Atlantic States created a prolonged period of strong east winds across the region March 12th through the 14th. The highest winds and resultant tidal rises occurred on March 13th with widespread moderate coastal flooding occurring.  Positive tidal departures of 3 to 5 feet were recorded, with many places seeing water levels reaching their highest levels in almost 20 years.  In addition, the prolonged east winds generated high surf that battered the Atlantic facing shoreline for several days, which caused severe beach erosion.",17
221038,RICHMOND (STATEN IS.) (ZONE), ,03/13/2010,1845,High Surf, , ,0,0,0,0,NY,EST-5, ,37982,Z,74,OKX,0,0,Emergency Manager, , , , , , , , ,03/13/2010,1845, , , , ,"The Staten Island ferry was closed for a time due to high surf the evening of March 13th.","The combination of strong high pressure over Southeast Canada and intensifying low pressure tracking slowly northeast from the Mid-Atlantic States created a prolonged period of strong east winds across the region March 12th through the 14th. The highest winds and resultant tidal rises occurred on March 13th with widespread moderate coastal flooding occurring.  Positive tidal departures of 3 to 5 feet were recorded, with many places seeing water levels reaching their highest levels in almost 20 years.  In addition, the prolonged east winds generated high surf that battered the Atlantic facing shoreline for several days, which caused severe beach erosion.",18
221021,BRONX (ZONE), ,03/13/2010,2024,Coastal Flood, , ,0,0,0,0,NY,EST-5, ,37982,Z,73,OKX,0,0,Other Federal Agency, , , , , , , , ,03/13/2010,2318, , , , ,"Water rose to 12.36 ft. MLLW at the NOS tidal gage at Kings Point at 10 pm EST on March 13th. This is 1.86 ft. above the moderate flooding benchmark.","The combination of strong high pressure over Southeast Canada and intensifying low pressure tracking slowly northeast from the Mid-Atlantic States created a prolonged period of strong east winds across the region March 12th through the 14th. The highest winds and resultant tidal rises occurred on March 13th with widespread moderate coastal flooding occurring.  Positive tidal departures of 3 to 5 feet were recorded, with many places seeing water levels reaching their highest levels in almost 20 years.  In addition, the prolonged east winds generated high surf that battered the Atlantic facing shoreline for several days, which caused severe beach erosion.",19
217060,KINGS (BROOKLYN) (ZONE), ,03/13/2010,2100,High Wind,56.00, ,0,0,100000,0,NY,EST-5,EG,37306,Z,75,OKX,0,0,Public, , , , , , , , ,03/13/2010,2100, , , , ,"A wind gust to 65 mph was reported by the public in Coney Island. This wind gust was recorded at 9 pm.  Large trees were knocked down on cars and houses.  Boats in bays were damaged.","High winds occurred across the area as deep low pressure settled just south and strong high pressure remained to the north.",20
221376,QUEENS CO.,(JFK)KENNEDY INL ARP,03/28/2010,1800,Heavy Rain, , ,0,0,0,0,NY,EST-5, ,37981,C,81,OKX,0,0,ASOS, , , ,0,N,2,NNW,CORONA,03/31/2010,700,40.63,-73.78,40.7793,-73.8803,"Total rainfall recorded at John F. Kennedy (JFK) International Airport and LaGuardia Airport was 4.52 inches and 4.16 inches respectively. In addition, total precipitation for the month of March was 8.62 inches at JFK Airport which broke the old record of 8.17 inches set in 1980. On March 30, 2.29 inches of this record rainfall fell within a 24 hour period.  Total precipitation for the month of March was 8.62 inches at JFK Airport which broke the old record of 8.17 inches set in 1980. On March 30, 2.29 inches of this record rainfall fell within a 24 hour period.  The total monthly precipitation for March at LaGuardia Airport was 9.55 inches which also broke its previous record of 8.73 inches set in 1953.","A Nor'easter centered off the Delmarva coast produced an extended period of heavy rainfall across the area as it tracked very slowly to the northeast. This caused widespread flooding across portions of the Lower Hudson Valley, New York City and Long Island.",21
221367,NEW YORK CO.,CENTRAL PARK,03/28/2010,1800,Heavy Rain, , ,0,0,0,0,NY,EST-5, ,37981,C,61,OKX,0,0,ASOS, , , ,1,W,1,W,CENTRAL PARK,03/31/2010,700,40.7814,-73.9667,40.7814,-73.9667,"Total rainfall recorded at Belvedere Castle in Central Park was 4.38 inches. In addition, total precipitation for the month of March was 10.69 inches which broke the old record of 10.54 inches set in 1983.","A Nor'easter centered off the Delmarva coast produced an extended period of heavy rainfall across the area as it tracked very slowly to the northeast. This caused widespread flooding across portions of the Lower Hudson Valley, New York City and Long Island.",22
221360,BRONX CO.,SPUYTEN DUYVIL,03/30/2010,619,Heavy Rain, , ,0,0,0,0,NY,EST-5, ,37981,C,5,OKX,0,0,Broadcast Media, , , ,2,NNE,1,N,SPUYTEN DUYVIL,03/30/2010,1000,40.9153,-73.9103,40.8974,-73.9165,"A prolonged period of heavy rain caused a mudslide onto the railroad tracks near the Metro North Riverdale train station, which temporarily disrupted service.","A Nor'easter centered off the Delmarva coast produced an extended period of heavy rainfall across the area as it tracked very slowly to the northeast. This caused widespread flooding across portions of the Lower Hudson Valley, New York City and Long Island.",23
221359,QUEENS CO.,FLUSHING ARPT,03/30/2010,935,Flood, , ,0,0,0,0,NY,EST-5, ,37981,C,81,OKX,0,0,Broadcast Media,Heavy Rain, , ,2,ENE,2,ENE,FLUSHING ARPT,03/31/2010,100,40.7908,-73.793,40.791,-73.792,"The entrance ramp from the Throgs Neck Bridge onto the southbound Cross Island Pkwy. in Bayside was closed due to flooding.||Total rainfall amounts received across Queens County ranged from 3.86 in South Ozone Park to 4.52 inches at John F. Kennedy International Airport.","A Nor'easter centered off the Delmarva coast produced an extended period of heavy rainfall across the area as it tracked very slowly to the northeast. This caused widespread flooding across portions of the Lower Hudson Valley, New York City and Long Island.",24
241997,QUEENS CO.,CORONA,06/24/2010,1339,Thunderstorm Wind,54.00, ,0,0,0,0,NY,EST-5,MG,41524,C,81,OKX,0,0,ASOS, , , ,2,NNW,2,NNW,CORONA,06/24/2010,1339,40.7794,-73.8808,40.7794,-73.8808,"A gust of 54 knots was measured at LaGuardia Airport.","A cold front and strong upper level trough moved across the Tri-State, triggering severe thunderstorms across Southeast New York during the afternoon.  This included both supercells and squall lines, producing severe winds and hail across the Lower Hudson Valley, New York City, and Long Island.",25
244699,BRONX CO.,THROGGS NECK,06/24/2010,1342,Thunderstorm Wind,61.00, ,0,0,7500,0,NY,EST-5,EG,41524,C,5,OKX,0,0,Public, , , ,1,ESE,1,ESE,THROGGS NECK,06/24/2010,1342,40.8118,-73.8017,40.8118,-73.8017,"Trees and tree limbs were reported down on the campus of SUNY Maritime.","A cold front and strong upper level trough moved across the Tri-State, triggering severe thunderstorms across Southeast New York during the afternoon.  This included both supercells and squall lines, producing severe winds and hail across the Lower Hudson Valley, New York City, and Long Island.",26
241965,QUEENS CO.,FLUSHING ARPT,06/24/2010,1344,Hail,1.75, ,0,0,2000,0,NY,EST-5, ,41524,C,81,OKX,0,0,Trained Spotter, , , ,2,ENE,2,ENE,FLUSHING ARPT,06/24/2010,1344,40.788,-73.7911,40.788,-73.7911,"Hail of at least golf ball size fell on the Queens side of the Throgs Neck Bridge, with at least one car dented.","A cold front and strong upper level trough moved across the Tri-State, triggering severe thunderstorms across Southeast New York during the afternoon.  This included both supercells and squall lines, producing severe winds and hail across the Lower Hudson Valley, New York City, and Long Island.",27
241985,QUEENS CO.,LITTLE NECK,06/24/2010,1345,Thunderstorm Wind,70.00, ,0,0,100000,0,NY,EST-5,EG,41524,C,81,OKX,0,0,Fire Department/Rescue, , , ,1,ENE,1,ENE,LITTLE NECK,06/24/2010,1345,40.7722,-73.7401,40.7722,-73.7401,"Numerous utility poles, street lamps, and trees were reported down in Northeastern Queens, with the worst damage in Little Neck and Douglaston. At least one chimney was collapsed, and trees fell on several vehicles, including a mini-van, totaling the vehicle, and destroying a double bass inside.","A cold front and strong upper level trough moved across the Tri-State, triggering severe thunderstorms across Southeast New York during the afternoon.  This included both supercells and squall lines, producing severe winds and hail across the Lower Hudson Valley, New York City, and Long Island.",28
258273,RICHMOND (STATEN IS.) (ZONE), ,07/04/2010,0,Excessive Heat, , ,2,0,0,0,NY,EST-5, ,42875,Z,74,OKX,0,0,Emergency Manager, , , , , , , , ,07/07/2010,2300, , , , ,"Hot temperatures in excess of 90 degrees began July 4th and continued through July 7th. The temperature eclipsed 100 degrees at several locations during this time.","With high pressure firmly in control, high temperatures reached into the 90s for several days, reaching or eclipsing 100 degrees at several locations during this time.",29
249876,NEW YORK (MANHATTAN) (ZONE), ,07/04/2010,0,Excessive Heat, , ,2,0,0,0,NY,EST-5, ,42875,Z,72,OKX,0,0,Emergency Manager, , , , , , , , ,07/07/2010,2300, , , , ,"Hot temperatures in excess of 90 degrees began July 4th and continued through July 7th. The temperature eclipsed 100 degrees at several locations during this time.","With high pressure firmly in control, high temperatures reached into the 90s for several days, reaching or eclipsing 100 degrees at several locations during this time.",30
250278,QUEENS CO.,FRESH POND,07/23/2010,1953,Thunderstorm Wind,52.00, ,0,0,5000,0,NY,EST-5,EG,42930,C,81,OKX,0,0,Emergency Manager, , , ,2,E,2,E,FRESH POND,07/23/2010,1953,40.7232,-73.8888,40.7182,-73.8882,"Power lines were reported down in Middle Village in between 60th  and 62nd Avenues on the north and south and 69th Place and 71st Street on the west and east.","Severe storms, associated with a warm front just to the north of the Tri-State, moved southeast into the region. A couple of these storms impacted parts of the Lower Hudson Valley and New York City.",31
250301,KINGS CO.,BROOKLYN,07/23/2010,2000,Lightning, , ,0,1,0,0,NY,EST-5, ,42930,C,47,OKX,0,0,Newspaper, , , ,2,NNW,2,NNW,BROOKLYN,07/23/2010,2000,40.6694,-73.9449,40.6694,-73.9449,"A man was struck by lightning along Eastern Avenue in the Crown Heights section of Brooklyn.","Severe storms, associated with a warm front just to the north of the Tri-State, moved southeast into the region. A couple of these storms impacted parts of the Lower Hudson Valley and New York City.",32
250302,BRONX CO.,FORDHAM,07/23/2010,2004,Lightning, , ,0,1,0,0,NY,EST-5, ,42930,C,5,OKX,0,0,Newspaper, , , ,1,S,1,S,FORDHAM,07/23/2010,2004,40.85,-73.8845,40.85,-73.8845,"A woman was struck by lightning along Garden Street in the Belmont section of the Bronx.","Severe storms, associated with a warm front just to the north of the Tri-State, moved southeast into the region. A couple of these storms impacted parts of the Lower Hudson Valley and New York City.",33
249896,KINGS (BROOKLYN) (ZONE), ,07/24/2010,0,Excessive Heat, , ,2,0,0,0,NY,EST-5, ,42880,Z,75,OKX,0,0,Emergency Manager, , , , , , , , ,07/25/2010,2300, , , , ,"Hot temperatures and high humidity began July 24th and continued through July 25th.","A Bermuda high pressure system resulted in hot temperatures and high humidity, which began July 24th and continued through July 25th.",34
253528,BRONX CO.,SPUYTEN DUYVIL,07/25/2010,1355,Tornado, ,EF1,0,7,150000,0,NY,EST-5, ,43551,C,5,OKX,0,0,Emergency Manager, ,0.87,100,2,NNE,2,NE,SPUYTEN DUYVIL,07/25/2010,1400,40.91,-73.91,40.9,-73.9,"The tornado touched down on the grounds of the Hebrew Home for the Aged along the east bank of the Hudson River west of Palisade Avenue in Riverdale. High winds flattened a flag pole, downed trees and snapped and sheared off many tree tops. A few trees crashed through first floor windows that caused them to shatter resulting in 7 minor injuries. On the south side of the building, large trees were totally stripped of their canopies and one became a projectile as it was wedged between an upstream tree. An eyewitness account at this location stated that he saw funnel clouds develop upstream over the Hudson as the thunderstorm approached.||Several eyewitnesses along the southeast path of this storm stated that they saw clouds and debris swirl in white out conditions as many tree tops were snapped and sheared off. Significant damage occurred along West 254th Street northwest across Netherlands and Arlington Streets, where at least one residential roof was damaged west of 254th Street.","A strong cold front tracking through the region produced severe thunderstorms across the region, including a tornado in the Bronx.",35
253521,BRONX CO.,NEW YORK NORTHERN,07/25/2010,1407,Thunderstorm Wind,61.00, ,0,0,4000,0,NY,EST-5,EG,43551,C,5,OKX,0,0,Public, , , ,1,SW,1,SW,NEW YORK NORTHERN,07/25/2010,1407,40.84,-73.86,40.84,-73.86,"A large tree damaged a car.","A strong cold front tracking through the region produced severe thunderstorms across the region, including a tornado in the Bronx.",36
256941,QUEENS CO.,ROSEDALE,08/22/2010,2125,Flash Flood, , ,0,0,0,0,NY,EST-5, ,44211,C,81,OKX,0,0,Fire Department/Rescue,Heavy Rain, , ,1,NNW,1,SW,ROSEDALE,08/22/2010,2232,40.6822,-73.7358,40.6577,-73.7474,"Several vehicles became stuck in flood waters with occupants rescued by the local fire department on 147th Ave., 225 St. and 144th Ave. in Brookville.","A warm front extending through the Tri-State Area from a low pressure system moving across the northern Mid-Atlantic States acted as the focus for heavy rain and training thunderstorms in Queens and Nassau Counties.  Slow moving showers with embedded thunderstorms produced heavy rain which led to flash flooding on Long Island.  In addition, a woman driving in Orange County lost control of her car in a heavy shower, killing both herself and her unborn child.",37
257966,QUEENS CO.,QUEENS VLG,08/22/2010,2130,Flash Flood, , ,0,0,30000,0,NY,EST-5, ,44211,C,81,OKX,0,0,Newspaper,Heavy Rain, , ,1,ESE,1,ESE,SPRINGFIELD GARDENS,08/22/2010,2132,40.715,-73.7356,40.6771,-73.7567,"In Springfield Gardens, Springfield Blvd. became impassable due to flood waters.  A bus became submerged in high water on Springfield Blvd. near 140th St. and its occupants were rescued by the local fire department.  Water accumulated under the underpasses on the Belt Parkway, causing the road to be closed in both directions.  Multiple people were trapped in vehicles, which local fire departments responded to in addition to flooding of many residential homes.  A resident on Edgewood Ave. needed assistance escaping the deluge of water entering her basement apartment.","A warm front extending through the Tri-State Area from a low pressure system moving across the northern Mid-Atlantic States acted as the focus for heavy rain and training thunderstorms in Queens and Nassau Counties.  Slow moving showers with embedded thunderstorms produced heavy rain which led to flash flooding on Long Island.  In addition, a woman driving in Orange County lost control of her car in a heavy shower, killing both herself and her unborn child.",38
262523,RICHMOND CO.,PORT RICHMOND,09/16/2010,1621,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,85,OKX,0,0,Broadcast Media, , , ,1,E,1,E,PORT RICHMOND,09/16/2010,1621,40.63,-74.14,40.63,-74.14,"Trees were downed on Innis Street and Port Richmond High School.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",39
262524,RICHMOND CO.,HUGUENOT,09/16/2010,1623,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,85,OKX,0,0,Broadcast Media, , , ,1,W,1,W,HUGUENOT,09/16/2010,1623,40.53,-74.23,40.53,-74.23,"Trees were downed on cars.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",40
262525,RICHMOND CO.,CASTLETON CORNERS,09/16/2010,1625,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,85,OKX,0,0,NWS Employee, , , ,1,ENE,1,ENE,CASTLETON CORNERS,09/16/2010,1625,40.63,-74.11,40.63,-74.11,"A tree was downed on a house.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",41
262526,RICHMOND CO.,SAILORS SNUG HARBOR,09/16/2010,1627,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,85,OKX,0,0,Broadcast Media, , , ,1,SE,1,SE,SAILORS SNUG HARBOR,09/16/2010,1627,40.64,-74.09,40.64,-74.09,"A tree fell through the roof of a home in New Brighton.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",42
262527,RICHMOND CO.,PORT RICHMOND,09/16/2010,1630,Thunderstorm Wind,61.00, ,0,0,1700000,0,NY,EST-5,EG,45251,C,85,OKX,0,0,Trained Spotter, , , ,1,ENE,1,ENE,PORT RICHMOND,09/16/2010,1630,40.64,-74.13,40.64,-74.13,"Numerous trees were downed on Staten Island.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",43
262528,KINGS CO.,BROOKLYN,09/16/2010,1632,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,47,OKX,0,0,Broadcast Media, , , ,3,WNW,3,WNW,BROOKLYN,09/16/2010,1632,40.67,-73.99,40.67,-73.99,"Numerous trees and wires were downed.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",44
