EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
744242,RICHMOND (STATEN IS.) (ZONE), ,03/07/2018,200,Winter Weather, , ,0,0,0,0,NY,EST-5, ,124011,Z,74,OKX,0,0,CoCoRaHS, , , , , , , , ,03/07/2018,2200, , , , ,"A CoCoRaHS observer reported 4.0 inches of snowfall.","A strong low pressure system developed along the Middle Atlantic coast during the morning of Wednesday, March 7, 2018. The low tracked along the coast through the early morning hours on Thursday, March 8, 2018. The storm brought heavy wet snow, strong gusty winds, and even some thundersnow to southeast New York. Snowfall rates ranged from 1 to 3 inches per hour at times in the heaviest snow bands.",11
744241,NEW YORK (MANHATTAN) (ZONE), ,03/07/2018,200,Winter Weather, , ,0,0,0,0,NY,EST-5, ,124011,Z,72,OKX,0,0,Official NWS Observations, , , , , , , , ,03/07/2018,2200, , , , ,"The Central Park Conservancy reported 3.2 inches of snow.","A strong low pressure system developed along the Middle Atlantic coast during the morning of Wednesday, March 7, 2018. The low tracked along the coast through the early morning hours on Thursday, March 8, 2018. The storm brought heavy wet snow, strong gusty winds, and even some thundersnow to southeast New York. Snowfall rates ranged from 1 to 3 inches per hour at times in the heaviest snow bands.",12
744239,NORTHERN QUEENS (ZONE), ,03/07/2018,200,Winter Weather, , ,0,0,0,0,NY,EST-5, ,124011,Z,176,OKX,0,0,Official NWS Observations, , , , , , , , ,03/07/2018,2100, , , , ,"The FAA Contract Observer at LaGuardia Airport reported 1.7 inches of snow.","A strong low pressure system developed along the Middle Atlantic coast during the morning of Wednesday, March 7, 2018. The low tracked along the coast through the early morning hours on Thursday, March 8, 2018. The storm brought heavy wet snow, strong gusty winds, and even some thundersnow to southeast New York. Snowfall rates ranged from 1 to 3 inches per hour at times in the heaviest snow bands.",13
745254,NORTHERN QUEENS (ZONE), ,03/13/2018,0,Winter Weather, , ,0,0,0,0,NY,EST-5, ,124182,Z,176,OKX,0,0,Trained Spotter, , , , , , , , ,03/13/2018,1330, , , , ,"Trained spotters and the public reported 2 to 4 inches of snow.","A strong area of low pressure tracked well offshore of the eastern seaboard, but tracked   close enough to eastern Long Island to bring heavy snow bands during the morning and early afternoon on Tuesday, March 13, 2018.  Snowfall rates were 1 to 2 inches per hour at times in the morning across eastern Long Island. A deep upper level trough over the northeast also aided in bringing lighter snow over the Lower Hudson Valley and portions of New York City, despite the low pressure tracking several hundred miles off the coast.",14
745293,BRONX (ZONE), ,03/21/2018,500,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,73,OKX,0,0,Park/Forest Service, , , , , , , , ,03/22/2018,500, , , , ,"The Bronx Zoo reported 8.1 inches of snow and the public reported 8.5 inches of snow in Morris Park.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",15
745298,NORTHERN QUEENS (ZONE), ,03/21/2018,500,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,176,OKX,0,0,Trained Spotter, , , , , , , , ,03/22/2018,500, , , , ,"Trained spotters, social media, and the FAA Contract Observer at La Guardia Airport reported 9 to 14 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",16
745299,SOUTHERN QUEENS (ZONE), ,03/21/2018,600,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,178,OKX,0,0,Trained Spotter, , , , , , , , ,03/22/2018,700, , , , ,"Trained spotters, social media, and the FAA Contract Observer at John F. Kennedy Airport reported 8 to 15 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",17
745301,NEW YORK (MANHATTAN) (ZONE), ,03/21/2018,600,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,72,OKX,0,0,Official NWS Observations, , , , , , , , ,03/22/2018,430, , , , ,"The Official NWS Observation at Central Park reported 8.4 inches of snow. Law enforcement in Gramercy Park reported 10.0 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",18
745302,KINGS (BROOKLYN) (ZONE), ,03/21/2018,600,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,75,OKX,0,0,Social Media, , , , , , , , ,03/22/2018,600, , , , ,"Social Media and trained spotters reported 7 to 13 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",19
745303,RICHMOND (STATEN IS.) (ZONE), ,03/21/2018,600,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,74,OKX,0,0,Social Media, , , , , , , , ,03/22/2018,500, , , , ,"Social Media and the public reported 7 to 14 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",20
750918,BRONX (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,73,OKX,0,0,CoCoRaHS, , , , , , , , ,04/02/2018,1200, , , , ,"CoCoRaHS, COOP Observer, and the public reported 4 to 6 inches of snowfall.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",21
750931,RICHMOND (STATEN IS.) (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,74,OKX,0,0,CoCoRaHS, , , , , , , , ,04/02/2018,1100, , , , ,"CoCoRaHS reported 2 to 5 inches of snowfall.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",22
750928,SOUTHERN QUEENS (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,178,OKX,0,0,Official NWS Observations, , , , , , , , ,04/02/2018,1100, , , , ,"The Official NWS observation at John F. Kennedy International Airport was 3.7 inches of snowfall. Amounts across southern Queens ranged from 3 to 6 inches of snowfall.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",23
750927,NORTHERN QUEENS (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,176,OKX,0,0,Official NWS Observations, , , , , , , , ,04/02/2018,1100, , , , ,"The Official NWS Observation at LaGuardia Airport was 5.5 inches of snowfall. Amounts across northern Queens ranged from 4 to 6 inches with isolated higher amounts to 6.5 inches in the Whitestone and Bayside area.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",24
750920,NEW YORK (MANHATTAN) (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,72,OKX,0,0,Official NWS Observations, , , , , , , , ,04/02/2018,1100, , , , ,"The official NWS Observation at Central Park was 5.5 inches of snowfall. Amounts across Manhattan ranged from 3 to 6 inches of snow as reported by trained spotters, CoCoRaHS, and Law Enforcement.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",25
750919,BRONX (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,73,OKX,0,0,Trained Spotter, , , , , , , , ,04/02/2018,1100, , , , ,"Trained spotters and the public reported 4 to 5 inches of snowfall.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",26
747194,SOUTHERN QUEENS (ZONE), ,04/04/2018,1700,Strong Wind,45.00, ,0,0,10000,0,NY,EST-5,MG,124275,Z,178,OKX,0,0,ASOS, , , , , , , , ,04/04/2018,1900, , , , ,"The ASOS at JFK International Airport reported a wind gust of 52 mph at 528 pm.","Strong winds occurred ahead of and behind a cold front.",27
749697,BRONX CO.,SPUYTEN DUYVIL,04/16/2018,623,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,5,OKX,0,0,Social Media,Heavy Rain, , ,1,NE,1,NE,SPUYTEN DUYVIL,04/16/2018,1045,40.8871,-73.9114,40.8877,-73.9109,"The Henry Hudson Parkway was closed at West 237th Street in Riverdale due to flooding.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",28
749699,RICHMOND CO.,RICHMOND VLY,04/16/2018,739,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,85,OKX,0,0,Broadcast Media,Heavy Rain, , ,1,S,1,ESE,HUGUENOT,04/16/2018,1045,40.5122,-74.2517,40.5243,-74.1997,"Staten Island Railway service was suspended in both directions between Tottenville and Huguenot due to flooding at Richmond Valley.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",29
750905,BRONX CO.,FORDHAM,04/16/2018,845,Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,5,OKX,0,0,River/Stream Gage,Heavy Rain, , ,1,SSE,1,SSE,FORDHAM,04/16/2018,2100,40.863,-73.875,40.863,-73.874,"The Bronx River at the New York Botanical Garden rose above its flood stage of 3.0 feet at 9:45am EDT, crested at a height of 4.24 feet at 4:00pm EDT, and fell below flood stage at 10:00pm EDT. The crest of 4.24 feet is above major flood stage.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",30
749702,NEW YORK CO.,CENTRAL PARK,04/16/2018,847,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,61,OKX,0,0,Social Media,Heavy Rain, , ,3,N,3,N,CENTRAL PARK,04/16/2018,1045,40.8264,-73.951,40.8268,-73.9506,"The subway station at 145th Street and Broadway was flooded in Manhattan.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",31
750100,BRONX (ZONE), ,04/16/2018,900,Strong Wind,38.00, ,0,0,50000,0,NY,EST-5,MG,125062,Z,73,OKX,0,0,Emergency Manager, , , , , , , , ,04/16/2018,1100, , , , ,"Around 1030 am, a tree was knocked down closing all northbound lanes of the Bronx River Parkway at East Gunhill Road per emergency management.","Strong winds occurred ahead of deep low pressure and associated warm front.",32
749709,NEW YORK CO.,CENTRAL PARK,04/16/2018,1011,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,61,OKX,0,0,Law Enforcement,Heavy Rain, , ,5,N,5,N,CENTRAL PARK,04/16/2018,1045,40.849,-73.9431,40.8491,-73.944,"The northbound lanes of the Henry Hudson Parkway were closed at 178th Street in Washington Heights due to flooding.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",33
749711,NEW YORK CO.,CENTRAL PARK,04/16/2018,1013,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,61,OKX,0,0,Emergency Manager,Heavy Rain, , ,2,NW,2,NW,CENTRAL PARK,04/16/2018,1045,40.7958,-73.976,40.7962,-73.9771,"The southbound lanes of the Henry Hudson Parkway were closed at West 96th Street in Bloomingdale due to flooding.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",34
749712,QUEENS CO.,WOODSIDE,04/16/2018,1027,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,81,OKX,0,0,Broadcast Media,Heavy Rain, , ,1,NE,1,NE,WOODSIDE,04/16/2018,1045,40.7668,-73.9029,40.7673,-73.9039,"The Grand Central Parkway was closed in both directions at 48th Street in Astoria due to flooding.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",35
756760,NEW YORK CO.,CENTRAL PARK,05/15/2018,1620,Thunderstorm Wind,61.00, ,0,0,4000,0,NY,EST-5,EG,124185,C,61,OKX,0,0,Amateur Radio, , , ,1,W,1,W,CENTRAL PARK,05/15/2018,1620,40.78,-73.97,40.78,-73.97,"Trees down along the Hudson River Drive at 158th Street.  Boat basin area lanes blocked.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",36
756761,NEW YORK CO.,CENTRAL PARK,05/15/2018,1621,Thunderstorm Wind,70.00, ,0,0,0,0,NY,EST-5,EG,124185,C,61,OKX,0,0,Amateur Radio, , , ,1,W,1,W,CENTRAL PARK,05/15/2018,1621,40.78,-73.97,40.78,-73.97,"Scaffold Collapse and Flying Debris (Corrugated metal panels) from building under construction on 133rd Street and Broadway.  Several injuries reported.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",37
756763,NEW YORK CO.,CENTRAL PARK,05/15/2018,1625,Thunderstorm Wind,52.00, ,0,0,1000,0,NY,EST-5,EG,124185,C,61,OKX,0,0,Social Media, , , ,2,WNW,2,WNW,CENTRAL PARK,05/15/2018,1625,40.79,-73.98,40.79,-73.98,"A tree down.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",38
756766,QUEENS CO.,FLUSHING,05/15/2018,1625,Thunderstorm Wind,61.00, ,0,0,10000,0,NY,EST-5,EG,124185,C,81,OKX,0,0,Social Media, , , ,1,SSE,1,SSE,FLUSHING,05/15/2018,1625,40.73,-73.82,40.73,-73.82,"Multiple Trees down on cars on 70th Avenue between Main Street and 147th Street.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",39
756777,QUEENS CO.,WOODSIDE,05/15/2018,1625,Thunderstorm Wind,52.00, ,0,0,1000,0,NY,EST-5,EG,124185,C,81,OKX,0,0,Public, , , ,2,NNE,2,NNE,WOODSIDE,05/15/2018,1625,40.78,-73.91,40.78,-73.91,"At 24th Avenue and 23rd Street, a tree down.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",40
756765,NEW YORK CO.,CENTRAL PARK,05/15/2018,1625,Thunderstorm Wind,52.00, ,0,0,1000,0,NY,EST-5,EG,124185,C,61,OKX,0,0,Broadcast Media, , , ,1,NNW,1,NNW,CENTRAL PARK,05/15/2018,1625,40.8,-73.96,40.8,-73.96,"Large tree limb down.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",41
756769,QUEENS CO.,FLUSHING ARPT,05/15/2018,1627,Thunderstorm Wind,61.00, ,0,0,15000,0,NY,EST-5,EG,124185,C,81,OKX,0,0,Social Media, , , ,1,N,1,N,FLUSHING ARPT,05/15/2018,1627,40.79,-73.82,40.79,-73.82,"Tree down on a house on 146th Street and 15th Avenue.|Large tree branch down on car at 146th Street and 13th Avenue.  Wires also down.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",42
